"conv_id","dialogue","summary"
"b50df8ee981a32af08b95b935a85e7b1","","Customer is visibly frustrated at not getting enough variety. The agent tries to deal with the client in the best way."
"e7246842b6e3b27eaf5a3e9675a3d8f4","","The customer has a problem with the website. The agent tries to solve the problem but in the end must escalate it to a higher level."
"3f775aa4af209aeb2dd831581df6085f","","Someone else has taken their bag after a flight and left their own similar case and wants to know when BA will contact the customer, also asks when they can make an insurance claim. Says that BA will not take any steps to contact the person to return the mistaken bag and that the customer could contact the police and report their bag stolen."
"85a21f70bdfbab50e06bbb7c9382a5f0","","Customer is complaining about the money deducted from his/her card. Agent stated that they will connect through phone and resolve the issue."
"18fde5ce603781032fbb6321c244492b","","Needs instructions on how to configure the vpn gateway. Someone will respond through the forum."
"ceb319ebaf53237f3c62e2ddc394a1f6","","The client has many questions. The agent answers all questions even if they are not problems to solve."
"1afb2f6d4668d5b1c70e531840c1633d","","Update to the phone means customer cannot reply to messages without first closing them and the apple store he went to couldn't solve it and recommended a hard reset. Offers to take the issue into DM to work with the customer to solve the problem."
"ffd29b593b54262ff9638919b972feff","","Customer is asking to repair or change the television which is not working. Agent updated to return the television with their credit/debit card."
"3bf3833589c6ca5790255a483c2b2a14","","Had flickering issues on Dell laptop when he moved it. Advises running Dell diagnostics."
"c545b20ca76e7a441f36b9481a2216bd","","Pre ordered the iPhone x but there are none available. Explains availability depends on exact model chosen and advises for this customer delivery date is 20th Dec."
"b7fe5aeaa21cb8ba4620572560303e8a","","Customer is asking about the denied transaction at the ATM he faced. Agent is requesting to know the right time to call the customer."
"0678620dd8e83e596a4abadafaa0d287","","Customer enquired that Touch pad is not working after Fall creator update. Agent updated to contact Answer Desk Team for resolving the issue."
"3c0b23aa8c845ef968f765933f607227","","Word freezing after a Microsoft update. A link to repairing an office application."
"d370b1e57be01797211b2f13751c2238","","Customer arrived fifteen minutes early to pick up a package and was told it was unknown when the package would be ready for pick up. Agent asked which store gave the poor service and did the customer ever receive his package."
"60fe8ec2badf091295ea5354954cb86a","","Customer enquired about the episodes of season 7 missing. Agent updated that episode 7 will try to checkout to re-add for the future."
"11d64ad14007d0f26b628b3a2033d6ab","","An item was attempted to be delivered but Amazon said refused delivery and customer wants to know if it will be redelivred. No order details can be accessed on social media."
"3dbb4ef85f10c40f9cbbae3e4394ea83","","Downloading speed is very slow in the Eleweran area. Tells customer to select £G (which customer doesn't see in list) same with WCDMA setting."
"69960fc2878b6ef8328ca87e2a2e80ef","","Win10 updated caused a BSOD error on laptop. Provided a link to resolve the blue screen error - and it worked!"
"ea76ce5bc441a52e98141dc4eda6f691","","COD WWII was pre-ordered to arrive on day of release but had not arrived. Items can be sent same day (but it didn't arrive, useless help so hard to put a good response in here)."
"373afaea00a355858b81cce36b3d21ba","","Customer identified niece as a male in error. Agent has corrected nieces title to female."
"31afa12fd8fcd993ceff258af2ce5a36","","V5 had an image service which is missing from the dashboard on V7. Can't find an answer but billing dept may be able to help."
"ed9979736776815039160045d7ef37dd","","The customer needed help but figured it out. The agent wanted to know if there was still a problem and if there was an error code."
"cec77e056997f19e2f04a97644a40039","","The customer have a question. The agent solve the question and offer alternative solution."
"c9fe94d467c0bcea0d42d804773e4880","","Customer complaining about 5 hours trip turned into 15 hours and also having  to spend extra $400. Agent  telling that we had to take a closer look for u give us a follow and dm with your record locator."
"9c1381029efd342efef89cee22782d1a","","Customer is questioning after upgrading their phone, so far they have received 11 emails and 5 texts confirming various bits. Agent updates to DM them a screenshot of the messages they have received."
"ec445debaad2089bbbf646907a8e2590","","Here customer is asking for the help as he has replaced his new device  few days before and still waiting  to get it replaced and still no response from the service company and also he wants best quality product for which he already paid 1200 . Here agent note downs the issues and tells him to DM for better solution and stay connected  and also they responded to the issues."
"eb4557f3a648e33a762e5b4cac5447a6","","Customer is complaining about the delayed journey by 1hr 30mins. Agent states that the compensation can be claimed if the delay is over an hour."
"1eea5450d515524de5b169cf30f0687c","","Customer is complaining about the stacking orders and batched orders and demanding to have an option to tip the courier whenever he need it. Agent requests to DM the email address and states that tip can be add anytime  and for some reason if tipping screen is closed, they will add the tip manually."
"0caba9df88bbc2e5f347937a6aa1fed9","","Customer is complaining that 3 trains got missed due to no parking space. Agent asked to reduce the parking so that there will be improvement and issue can be done with."
"a434f21d0a39b245366344753e3977a7","","Customer is complains about No service and still the issue is not resolved. Agent updated the customer to send the DM for further assist."
"e1eb38383b879964b5d7726054627abb","","Customer is unable to search flight by using discount code. Agent informs customer to check with search features which may restrict."
"440e951b7ebf31b2d4858dbcd1938a11","","Customer is requesting for assistance in replacing the line. Agent requests for the name, ID number, last airtime top up and 3 frequently dialed numbers."
"a5b857b198f785f8482587bc445c6fc7","","Customer is complaining that there is an ONT in the basement that send a loud beep evry 15 mins and they do not have any service. Agent updates that they can unplug it and remove the battery forever since they do not have service wth them, when battery is dead, the beeping will automatically stops."
"feee444f3f4b2263082dc0c6624c0353","","Customer is complaining about unresolved issue as the date of departure is nearing. Agent requests for more time and assures to keep the customer updated once it is done."
"86dc0b1f9417e9b539c8a47f49ece095","","Customer is asking help to Port in. Agent updates to DM  their contact number and pincode and tells that their team  will surely contact them for further assistance and requests to wait for some time."
"29dcd1e9d90d5814ffe4178e04abd24b","","Customer complains that though he had paid for tickets he is unable to receive it because of out of service and asking for refund. Agent suggested to contact dedicated smart card team for further assistance."
"c4ff9d3657eae46bb710a23bcddc690c","","Customer is complaining about the service, that after the cancellation of the flight due to crew being illegal, they have rebooked, paid extra and paid interest still got no service. Agent updates to DM them once they arrive and they will be happy to review the entire situation."
"d760e7ff1a49831423d40fc9545537ba","","Customer is facing issue with his controller as vibarator not working while playing Destiny 2. Agent provides with an URL  to check with settings still being disabled."
"b94a375ed62b95c379329a560294670b","","Customer is asking to cancel the order because he picked the wrong size. Agent suggests that all the sizes on the UK website are in UK sizes."
"d40ba61d507583c65ef8fb33d0b56582","","Customer is unable to connect Bluetooth to his car. Agent asked what happens when connected and informed to DM them with  location,So that they can gather more information for better troubleshoot."
"871bf39ae27bd7ac237739268cc46020","","Customer wants to quit the contract for charging higher bill even after removing TU app. Agent requests to try other alternatives like WiFi calling and other 3rd party apps."
"ee38567fa52f8c8cd41261a489c47114","","Customer having an issue that the staff at the gate can't board us because the seat map won't match and also customer wants the amount to be refund. Agent asked the customer shall i cancel the reservation and process a refund for both passengers and inform the customer that hey cannot offer a refund on a flight that they will fly."
"7bfb632c3ab5359b4ad023e86c60c8bf","","Customer is asking is there any chance of getting the complaints procedure today. Agent updates since they do not have escalation  options on Twitter, they are welcome to contact customer support ask for a supervisor."
"f2962639decc0048380881f4702821a0","","Customer is complaining about the FIFA points which they never got them. Agent replied that they have Direct Message them via twitter with further instructions."
"8365ff1f7108c8547c83a97daecacb2d","","The customer is asking to change the language from gujarati to marathi. The agent asked to call to 12345 or 198 regarding their concern."
"e4eddd79b75335a93fc7561580c08d76","","Customer is complaining about email were messeges are rearly send and they have blocked the email. Agent says to go to the URL and follow the steps to unblock."
"7f6f2953ae910482d9617d19b1680451","","Customer is enquiring about the trains which does not have any problem for couple of days. Agent says that they are not expecting any problem tomorrow but anything changes our website will be updated."
"ab00710033bff9395fe5525393a90f96","","Customer is complaining about paying fee for free service. Agent is requesting for more details about the issue."
"f6a2043179e7224c579caa68f72c7159","","The customer is asking that how to  import my tunes smart playlists to spotify. The agent updated that they will let their devs know that something they would like to see and asked to dm accounts username and email address."
"d7524b389beab80bc0ef786dc9143b20","","Customer is asking about  the routes of the pdf files. Agent says typekit troubleshooting article:URL."
"19b9d8dee062006c887fb81d6f46f026","","Customer is complaining about the network extender issue where extender will replicate existing SSIDs for some days then again it will changed to random default SSIDs. Agent asks to factory reset both extender and router at a time and states both SSID names/passwords will be deleted."
"36be347a2ddbf8df8091b90823d891c1","","Customer is complaining about the food service provided like chips was not served with queso. Agent updated that the customer needs to order specifically."
"ef82a5fa7c9db355918303e250e82fdd","","Customer complaining about supervisor he is not customer focus. Agent replying that he care for his experience  and asking is he  need  any assistance with rebooking."
"2a1ace56f17af2d78548fd5d51705fad","","The customer is complaining that they were about to purchase call of duty ww2 since yesterday but credit card and paypal keeps coming up invalid. The agent asked to follow them and chat with them via direct message."
"005dd83f4c0950025500b5e43e97ca2c","","The customer asks the billing manager to call as he was facing issue with service. The agent replies that the issue cannot be resolved since the customer was already interacting with another and asks to DM and follow."
"27ed75b47de4b57bda92ae154644129c","","Customer is accusing of violating the privacy contracts and suggests to review it. Agent sates to check a link if want to review the privacy practices."
"ea6c9526af5b3dc679d3ca6c83a60573","","The customer is complaining that the n1500 todat to subscribe to data has disappeared. The agent updated that as that #1500 was used for bb unlimited bundle for 3g as seen on check and asked to dail *140# to confirm their balance."
"f2e402724e8750584a70ac535ae821f2","","Customer is complaining about the failure to update the app and asks how to turn off the alerts. Agent updates that if they are still receiving those alerts then let's move to DM so that they can check with few more settings."
"0803de4e0a97d464c98116efa21a38db","","Customer is stating an issue that it is unable to connect hdmi cable to the tv. Agent has provided the URL as asked to follow the steps given in the link  for black screen."
"a05c3fec80806a69ee10980ad6902c03","","Customer is complaining that his flight set a different time in talwan today and can't connect the flight in KL today. Agent updated that they have forwarded it to the relevant team for flight move accordingly."
"0ea1182c5b60be37a2e6b4088eb3681d","","The customer asks whether the delays be resolved and asks whether the reservation is still valid. The agent replies the tickets are still valid and the customer can travel with that."
"becdfaade83d4df33973f03b2ed90a7a","","Customer ordered a laptop from 3rd party seller and they sent the laptop but its lack of features disappointed him. Agent updated that we will allow seller's 2 business days to reply and informed the customer to update once he get resolution with the seller."
"ecc9c0719a66a52a8013746716a61395","","Customer is enquiring that is their any problems in this morning booking a delivery slot. Agent suggests to clear cache and cookies and he would like to report  issue with  his technical team."
"265b7a378ddf2634bbe61147ba911b58","","The customer is complaining that after every tdm match, tthey getting back to the lobby. The agent asked to share nat type and their gamertag."
"26f0c74ed17816b41385710186d396dc","","The customer is complaining that they found a snail shell in garden peas. The agent asked to send a pic of the barcode and to dm nectar card number via this link and get a refund added."
"76aca5ec890cb18152140663e2c50c7a","","The customer is complaining that he can't able cast his app and tv. The agent responded that the devices need to connect to the home network and asked them dm."
"b40163baf4326d46ca65d8da27793b9c","","Customer is asking how to elevate his status when the link is not working. Agent replies that the portal to elevate their status which will be  available on December 1st through 11:59 pm."
"d5461d66edb7aebb745e96dd39cf0091","","Customer is complaining about the allergen warning which they have mentioned as it is suitable for vegans where it contains milk. Agent replied that the mistake was from their end."
"b1f08d9e94999f9772c0de3d57738010","","Customer is asking which is the easiest way to arrive from Orly airport to intercontinental Paris Le Grand. Agent replies for more information customer can directly contact hotel with the given Contact details or can email at given email address."
"d6727678be6e8a163d092d7050c77116","","Customer is complaining that they are unable to use their iPhone with a new update of apple ios 11.1 and this issue is been chatted with 5 advisors which couldn't protect their personal data to be preserved. Agent updates to join in DM to have a closer look into this issue."
"91f2b7b8c90cf3a3d018e23b793b2b17","","Customer complains on cafe for unavailability of particular ordered food. Agent assures and has been escalated to manager to internal review."
"82d431ff50cb6c9fae76deca4cf766c7","","Customer complains about the gift cards which is not suitable for the loyal customers. Agent replied that not receiving the delivery will be inconvenient and said the resolution which is provided is a fair one."
"cdab1669f3fe248ef1b10ed53bab6f0b","","Customer is complaining about the WiFi start page and the usual bbc news way of doing it no longer works. Agent says to try forgetting the network in settings, reconnect &amp then follow the link again and will managed to connect."
"768e390991610e8fbfdae7abde8c4998","","Customer is not able to open the bill. Agent updated that they are working on it and they will resolved at earliest."
"1f889b03bad6b2445f57d143b2527743","","Customer is complaining about the online selling super off peak tickets where the tickets are not valid and tells that misleading customers with fare availability. Agent updates that they can recreate this issue when booking there and the team will look into this issue and will get back to them if they have requested a call back."
"e4c07e473077bd46e85bdfe2b782846e","","The customer is complaining that his iphone was not at all charging. The agent asked to dm to look at the service options together."
"cc06aed92d989afa96c62f6ae78c85a1","","The customer is asking that can they upgrade their seats. The agent updated that they were afraid to promise but can able to best to contact the train manager to see something they can do."
"abe8394cdc05834bb62186ca96d0c19a","","The customer asks why can't he listen to all songs, in a playlist folder on mobile and adds that it happened sometime after a recent update on Android. The agent asks does logging out, restarting the device, and logging back in help to resolve the issue and asks to DM customer's account's username and email address to assist further on the issue."
"8ecb6cbae489e89d6d56e15608f95c8a","","Customer is asking that salisbury train from waterloo. Agent updated that he was giving information more detailed, running a railway often gas a lot more to it than it appears."
"5462c3ace2d126debdb27dd029c265d9","","Customer is complaining that they can't find a box of chocolate orange segments that was use for baking and asks whether they have discontinued them. Agent updates that they have stopped selling them and however if they DM their name and address, it will help them to bring this item back."
"6f14cc70042eef85911f65c921577eee","","Customer is complaining that his luggage has been delayed. Agent says that the miles should be posted within 48 hours."
"90bdfa5a14f467675bb5b954073dcd67","","Customer has some issue with logging into the Spotify app after installing the latest version. Agent requests for screenshots for more details and requests for the personal details. Also suggests to reinstall after restarting the device."
"2ee19b094a7da602ac403dfba054933c","","Customer is complaining that they have issue with the grocery app where its not loading and says ""oops something went wrong"" and have tried using another handset but still facing same issue. Agent apologies because these were the fixes they had and requests to DM their name, address, device and version of the app so that they can look into this."
"57bcdb54cb12d6c7e5000402e6103840","","Customer is complaining that reception and customer service lack. Agent updated that when connected to wifi customers will make calls and access data."
"2306e7d51a304c03b86571769e43f379","","Customer is complaining about the issue with the service after the previous update and states that didn't get any help visiting the support page. Agent suggests to update the carrier settings and requests to check out the article he shared to resolve the issue."
"360cda8a93a0daf0c967eb8892e29061","","Customer is complaining about the reminder calls on paying the bills and wants to disconnect the service. Agent states that they are offering special waiver and requests to continue the service."
"c8543fbec62f390747fca91f6c1c5cca","","Customer wants to know how he can fill the claim for luggage that was damaged in the flight. Agent asked the customer to bring the damage luggage to the baggage service office."
"654176114856f4052b2377c7983574f4","","Customer is complaining  about the iPhone  which has not yet delivered. Agent says all orders sent out as quickly as  possibly can."
"3b1f7645475c1dba20405cddd2db6a28","","The customer says that he need a direct flight from #BDL to #PITT #SteelerNation and asks to add a few points to his account. The agent says that they may not have a direct flight but they can get him there and adds that he totally deserve the upgrade and requests to enjoy the flight back to home."
"20e959f2d4d4fa5c4657be623b3d314d","","Customer is complaining that the even after the payment is done the number is not activated and customer needs assurance before making a payment. Agent updated that the number is inactive due to not making a payment."
"494bfb25b7d07b4c92bdf84d295719b5","","The customer is complaining that they haven't receive 100% bonus. The agent updated that 100% bonus data has been added to the data plan."
"b67d4c96b95db8bc29cd1ccdde1e7fa7","","The customer is asking for the policy of the swipe and sign cards as its been refused twice for him from the store. Agent is asking for store details the customer visits and added that that they do accept the Visa/Mastercard gift cards."
"6fd6f04d7d7eed52683aad3e66f6039b","","Customer is complaining the issue of battery drain. Agent updated the customer to install the new version of iOS i.e, 11.0.3."
"152421bb19989e13d88a98c977b6299b","","Customer is complaining that the window need to be fixed in seat 1A on flight 2433 to MYS from ATL. Agent updates that this complaint has been reported to the flight attendant."
"c13dd1bb2ac4c87809637988abed5a84","","Customer is requesting to assist about the game where they were able to install all the DLC but DLC is not popping up on their game and not sure that they need to reach a certain point in th game to unlock them. Agent updates to try uninstalling the game, power cycling and reinstalling."
"e232df5b9f3d6aca0fe9cf0822108825","","Customer is complaining about not receiving the food ordered. Agent updated that they will speak with management and inform the customer to DM."
"d91d32a38bca29f8cc71b3e4b1283923","","Customer complains about missing armrest in his seat. Agents compensate by offering 4000 bonus miles getting credited to customers SkyMiles account."
"8fbd3f23191a21c92ebb5c19cbcc9226","","The customer informs that #PowerfulAnswers were not received and adds that the patient care not compromised. The agent asks to DM to assist further to get the issue resolved."
"0d2116ef5bf6ffef241a8ecace87e633","","Customer is complaining about mobile network service. Agents informs that his engineers are working on issue."
"17a981f02ad216cf55c609694e743beb","","Customer is facing problem in connecting dot and voice remote to access video. Agent request to troubleshoot with reference to URL."
"df58ea3677fc7f9f059402ea8db736d6","","Customer is complaining that from 8 days without cell service because his phone is locked to t-mobile, although it fully own the phone. Agent updated that they had DM an damp they will work with there to get more info on this matter."
"9937ec86978fa183df2a9129b2d57b52","","The customer says that it contains multiple songs on spotify, the first three minutes is the song in the title, after that a very long pause and more songs. The agent asks to send them the URL or link of the similar tracks the customer is referring to and says that they have given their content team a nudge about it and also that they are passing the feedback."
"c5068a7689b4c8c9d0deeb4ed1b5860d","","Customer is complaining that they have connecting flights in CLT that they left less than hour for. Agent updated that they have backed up on the next flight out just in case."
"bc210896e89d6022be5c713d462ec195","","Customer is complaining that they found a slug when they cut a cauliflower. Agent apologizes for this and updates that they can issue a refund  if they send DM with full name and addres."
"29ffb696b7ea986b0ad05ca97d72c08e","","The customer is complaining that the app not letting them to sign in or register and says they have already registered but they haven't done it before. The agent asked them that whether they forget the password if so they will send it via ""request my password"" and asked them dm their name, address."
"bb80b2bbaeec639a4b0e99b34c556da6","","Customer is complaining about rotten apple. Agent requests for the date and barcode of the product and would pass back onto the supplier."
"e37b8d01ec3a2b1e629f0a0fb424ff40","","Customer is complaining about voiceover issue. Agent suggests to log in by restarting the device."
"863d817188a0627df8effecc0ed66ba7","","Customer is complaining that there is a 2G network from where he is tweeting and since the issue is reporting from past 1.5 years it remains same yet. Agent apologised for the inconvenience and asked the customer to share contact number to assist better."
"e1b39392b8bd7b40368fcd3d34ba1b62","","Customer has restart his phone but unable to make an update. Agent updated to DM and provided URL for the further assistance."
"6f05ba1b2c4d1cb2d1833a7086e852b5","","The customer is complaining that some of the channels are missing. The agent asked to swap two of the boxes and see the problem persists and if so asked to dm them+."
"7eaa1aa15a6ad8563f63c5ba494a167d","","Customer is enquiring about Reserved return ticket of airline which she have not receive yet. Here agent is asking an apology and booking the seat with the customer name."
"f39bbde69a350a5f417a0f2e816598db","","Customer is complaining about the expired bread but still buying by other customers. Agent updated to send the DM them with some details."
"8c2185854a4a60f7abd7e684ef0cb4ba","","Customer is questioning where to submit bugs for recent NRC app on Apple watch. Agent updates that they have passed the feedback along to their team."
"391073363e905a8c5237a9f1766da810","","The customer says that he would have been allowed for check in since he was delayed by only 5 minutes. The agent replies that any customer wouldn't be allowed for check-ins if arrived after check in is closed and it applies to all of their customers."
"c7ee8d420628d5b1defb8c4427ef9fb1","","Customer is praising a conductor for the politeness with his service. Agent states that he passed on the feedback to their manager."
"92d64452f908f6d671d65ea22e6ccc7d","","Customer is complaining about the delay in flight for an hour and not holding any connection. Agent updates to send their confirmation number over in DM so that they can have a closer look into the issue."
"975cb927e70e4ea536d96d719c125971","","Customer missed his flight needs  refund. Agent informs customer if he needs refund of his ticket they can request from their Virgin rep."
"a9ff9f526b127537f97ef2f8affa655d","","Customer is complaining about the inaccuracy of GPS in the NRC app. Agent requests to test it out by holding the phone in hand or in an armband."
"fd23b0b5d687a841e84f3753d23fda12","","The customer is asking about flight delay. The agent confronting the customer saying that there was a mechanical problem so the flight was delayed."
"96859df1a6ada9175ea1bee5368dade7","","Customer is complaining about customer service for not picking up the calls. Agents informed that during that time high call volume and asked to allow just few minutes to review the messages."
"fb562a72b3d74875847f098f467a928a","","Customer is unable to cancel  booking from his android mobile. Agent informed customer that they will check on it."
"636482d9d92de8747ef01fc11b84102c","","The customer is telling they wants to buy an item but the seller is not delivering to her address and he is asking to change her PO Box address which she can't. Agent is responding that the seller will not be having an option to block the PO Box and also informing that he have replied with more info on that issue."
"ff62bac9f18e6282a76c53a839721baa","","Customer is complaining about the inconvenience of train delay appears. Agent apologised for the inconvenience and provided compensation via URL."
"ee92ce557644ab7590bd41f5e2a11fd6","","Customer is complaining that they don't whether its windows 10 but it's not allowing to transfer photos from phone to their pc since 2 window updates. Agent updates to DM more about the issue so that they can look more into the issue to resolve it."
"02df25c7e9073071b79d66e8800a696c","","Customer is enquiring about how long it will take to switch to idea network. Agent updated the customer to visit nearest idea store for further assist and also inform that if the number is does not get active please write us back."
"ebfb59be654cfe3b24a82dbdcc1ba97e","","The customer says his iPhone 7 plus is on 11.1 and iPhone X is 11.0.1 so it won't restore from his backup and his SIM card not activated which can't be done over cellular. The agent asks to DM and says to contact them over a link provided by them to the customer."
"27946f59608c56909f97488f0c3cabb9","","Customer enquires that he purchased LR5 in july 2013, subscribed to cc in nov 2013 and stopped cc last month but now he cannot use develop mode. Agent states that LR5 can be used if machine is compatible and also requests that they will message them to  Adobe ID(Email) for further assistance."
"6b0ed7aadcedcc39b5a58827a3cf6f94","","Customer is complaining about rescheduling of his flights and fears of missing his scheduled naval carrier journey. Agent assures to connect with the rest of the flight by getting customer on a flight to Seattle. Also states that would assist to reroute the luggage."
"62cf5ca740795e25b85792a3e805515f","","Customer is enquiring about winners list of oneplus 5T. Agent informed the customer that to visit their page to check the winner details once results are out."
"22742496b2b9b62afb11b0f62cbe229c","","Customer is complaining about delayed delivery from 3 days. Agent states that it is the busiest time of the year and requests to report it over a provided URL."
"f49e5d96dfd255e852cd8ad5f73fce29","","Customer complaints on product shipped to wrong address. Agent ask the customer to DM for further assistance."
"3483589fbb61f88e8b729adb98e4daf9","","Customer is complaining about  flight door handle broken his carryon. Agent is replying that take a damaged bag to baggage service as  they will review the damages."
"a519f99c844f52a2d5feb2fc245500a7","","Customer wants to reschedule the flight from Perth to earlier flights than 4:30 pm. Agent states about other flights between 6:50 and 11:35, and requests to check the availability by sharing an URL."
"7b1695d426fafa2765b01e2fb73dda0d","","Customer is complaining about the service. Agent updated the customer to DM with email address,some details of what's going on and what options they can help out."
"14b2755e9cf7e4cdee411a91a7246118","","Customer is complaining about not being able to use the ticket for return journey. Agent states that it gets cancelled if the onward journey has not made."
"7256efea800567a2458ea8f2d61d9af4","","The customer is asking for the Uber's Dubai office number and emails to reach to solve some issues. The agent replies that they don't offer phone support for these issues and asks to send them a note via link provided by them."
"963e6410c9ae6456df3656b16c97671c","","Customer inquiring about flight cheeked  in and out in the terminal. Agent suggests customer  the booking information ."
"6d5a723880ac58019d18d73d40466582","","Customer complaining about restricting limits in speed and how it will be helping for lower wage families. Agent updated that he will take his feedback seriously and  he will pass his feedback on to the loyalty department."
"261e502fcf15cf2cb80753a40c2d53ae","","The customer is complaining that why their bootcamp is not working. The agent asked to follow the steps to install windows with boot camp."
"738522da110b841541d336b30ac1241e","","Customer is complaining about the computer which stopped working after updating and can't even contact customer support on their laptop or phone. Agent requests to run the Surface  Diagnostic Toolkit to check for possible corrupted files in the given URL."
"b072c26a8da74bb56f26274b009c72e3","","Customer complains about charging for change in booking. Agent informs to customers that he will email a letter with points that he discussed."
"17777c642a6a78b83daa9d5fe2271e1c","","Customer is complaining about the delayed delivery of a product. Agent is inquiring whether the customer had contacted USPS directly for an update."
"4df5d0d25e3991b82de12782fbf37a5e","","The customer says that he is an existing customer of the bank, he tried calling to the bank several times but he didn't get any service from the bank. The agent asks to complete the required details in the provided link to escalate the issue further and asks to provide the phone number in order to assist further on the issue."
"bb43c1641a4bbf4cdee223f455b710e7","","Customer has complained that he is unable to travel with brand new sealed laptop without unboxing it. Agent is glad that customer has reached him for this issue."
"a48d95ba3ca3e838a189e6256708356a","","Customer request to turn down the  A/C in the quite carriage G. Agent directs customer to speak to station staff to validate his ticket for the next service."
"ed3b39de9ba6f1ba814e0400c9fd4c0d","","Customer is complaining about after the newest update reputation album has completely disappear from my music. Agent asking were u able to locate and download the album again to your device."
"572edcdd82deb61e449870cdb22f27d1","","Customer is having an issue that Spotify starts up on windows 10 even though it is disabled. Agent asked for the version and informed to send the feedback to the right folks and updated to DM  the username and email address."
"8fe05ac7aca6c2c6e762db50a76a7b09","","Customer is complaining about delayed refund of a cancelled flight for over a month. Agent requests to reach out customer care by providing their contact number."
"8e6416009c613e10dfd10000ebab0b78","","Here customer is complaining about some issue occurred in an app where he cant even text. Here agent ask the details and note the issue and says to  the customer that they will send this report to expert and get it resolve and also send a link where he can find a proper solution."
"64ed5497753e9a52266acc500642aec5","","The customer complains that AmericanAir is unable to link the mobile app with the upgrade list at the gate, the standby list was empty and employees blamed the systems and last minute ticket purchase as the reason. The agent says that the customer should be able to view the standby and upgrade list via provided link and says that they are glad to see that their folks were able to get him upgraded."
"08c861e4e2ca69d9025e43812f0928d2","","Customer is enquiring about why the Price variation for the same journey but different dates. Agent informed that Pricing does vary on advance tickets as they are first come first serve,So when the cheaper tickets have sold only standard fares remain."
"02cd36a17f360de3acd4230f83cbce7d","","Customer is complaining about the customer service. Agent updated the customer to provide confirmation number via DM, So that they will look on this issue."
"8f5f07c27e38d2e72f4f4c80f80c6c2e","","Customer is inquiring about buying options for apple watches on the same day since he didn't find it in the local store. Agent shares a link to find the nearest stores and also suggests to try ordering online or via telesales department."
"33474cff3fc7973c38581668b4dfd55d","","Customer is complaining about the contacted seller twice but their are ignoring the mails. Agent responded to make sure to check it for more information."
"4d918e49d21849edbd7da2c8cf155670","","Customer is asking that why they have charged him for the returned product and wanting to resolve the issue sooner. Agent asked back customer to DM his account number and to do so further asked to follow their page."
"e7bd7e1d38ade118420d87ec1eba83b7","","Customer is having an issue with typography of microsoft site showing an errors. Agent updated to provide the screenshot and  asked the customer what troubleshooting steps have done on particular issue."
"9b5cbf01b932b55acdbcc881f78f5a76","","Customer is having an isssue that spotify app keeps on randomly turning on and off. Agent asked the android version and informed that they will look backstage."
"ada967085e30812fe77107f7f0d436bd","","Customer  is facing frequent crashes on  his new safari 11. Agent request customer to try testing the issue in safe mode in given URL."
"b2226a4702d16c6ac5b2fc929ef901dd","","Customer asking that who is in the  office morning  and how about the stopping services. Agent replying that there are some engineering works ongoing today  and also one hour running between Poole and basing stoke."
